prompt,prompt_template,gene_misspelled,gene,chr_name,start,end,igscreen_link_gene,igscreen_link_region
List cCREs found between 35808045 and 35812272 on chromosome 9.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,9,35808045,35812272,,https://igscreen.wenglab.org/region/chr9:35808045-35812272/browser
List cCREs found between 3307 and 4262 on chromosome M.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,M,3307,4262,,https://igscreen.wenglab.org/region/chrM:3307-4262/browser
List cCREs found between 5289019 and 5297053 on chromosome 18.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,18,5289019,5297053,,https://igscreen.wenglab.org/region/chr18:5289019-5297053/browser
List cCREs found between 101289784 and 101525202 on chromosome 15.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,15,101289784,101525202,,https://igscreen.wenglab.org/region/chr15:101289784-101525202/browser
List cCREs found between 3472374 and 3503405 on chromosome 17.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,17,3472374,3503405,,https://igscreen.wenglab.org/region/chr17:3472374-3503405/browser
List cCREs found between 4639516 and 4655568 on chromosome 19.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,19,4639516,4655568,,https://igscreen.wenglab.org/region/chr19:4639516-4655568/browser
List cCREs found between 108881885 and 108963527 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,108881885,108963527,,https://igscreen.wenglab.org/region/chr1:108881885-108963527/browser
List cCREs found between 151190873 and 151205496 on chromosome 7.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,7,151190873,151205496,,https://igscreen.wenglab.org/region/chr7:151190873-151205496/browser
List cCREs found between 172555373 and 172608669 on chromosome 2.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,2,172555373,172608669,,https://igscreen.wenglab.org/region/chr2:172555373-172608669/browser
List cCREs found between 67468762 and 67545503 on chromosome 4.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,4,67468762,67545503,,https://igscreen.wenglab.org/region/chr4:67468762-67545503/browser
List cCREs found between 19596979 and 19658456 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,19596979,19658456,,https://igscreen.wenglab.org/region/chr1:19596979-19658456/browser
List cCREs found between 108505435 and 108593768 on chromosome 11.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,11,108505435,108593768,,https://igscreen.wenglab.org/region/chr11:108505435-108593768/browser
List cCREs found between 13583465 and 13617957 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,13583465,13617957,,https://igscreen.wenglab.org/region/chr1:13583465-13617957/browser
List cCREs found between 104489231 and 104589258 on chromosome 8.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,8,104489231,104589258,,https://igscreen.wenglab.org/region/chr8:104489231-104589258/browser
List cCREs found between 101397359 and 101475112 on chromosome 2.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,2,101397359,101475112,,https://igscreen.wenglab.org/region/chr2:101397359-101475112/browser
List cCREs found between 32659467 and 32668383 on chromosome 6.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,6,32659467,32668383,,https://igscreen.wenglab.org/region/chr6:32659467-32668383/browser
List cCREs found between 1554051 and 1572271 on chromosome 11.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,11,1554051,1572271,,https://igscreen.wenglab.org/region/chr11:1554051-1572271/browser
List cCREs found between 173799550 and 173824883 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,173799550,173824883,,https://igscreen.wenglab.org/region/chr1:173799550-173824883/browser
List cCREs found between 108222464 and 108244081 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,108222464,108244081,,https://igscreen.wenglab.org/region/chr1:108222464-108244081/browser
List cCREs found between 17292609 and 17306843 on chromosome 19.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,19,17292609,17306843,,https://igscreen.wenglab.org/region/chr19:17292609-17306843/browser
List cCREs found between 132866630 and 132868847 on chromosome 5.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,5,132866630,132868847,,https://igscreen.wenglab.org/region/chr5:132866630-132868847/browser
List cCREs found between 116574399 and 116667755 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,116574399,116667755,,https://igscreen.wenglab.org/region/chr1:116574399-116667755/browser
List cCREs found between 155474256 and 155644406 on chromosome 7.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,7,155474256,155644406,,https://igscreen.wenglab.org/region/chr7:155474256-155644406/browser
List cCREs found between 236348257 and 236502915 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,236348257,236502915,,https://igscreen.wenglab.org/region/chr1:236348257-236502915/browser
List cCREs found between 135922279 and 135954983 on chromosome 5.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,5,135922279,135954983,,https://igscreen.wenglab.org/region/chr5:135922279-135954983/browser
List cCREs found between 18069935 and 18106087 on chromosome 11.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,11,18069935,18106087,,https://igscreen.wenglab.org/region/chr11:18069935-18106087/browser
List cCREs found between 210021421 and 210171409 on chromosome 2.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,2,210021421,210171409,,https://igscreen.wenglab.org/region/chr2:210021421-210171409/browser
List cCREs found between 35452338 and 35467104 on chromosome 6.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,6,35452338,35467104,,https://igscreen.wenglab.org/region/chr6:35452338-35467104/browser
List cCREs found between 88523810 and 88708450 on chromosome 4.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,4,88523810,88708450,,https://igscreen.wenglab.org/region/chr4:88523810-88708450/browser
List cCREs found between 15395754 and 15413271 on chromosome 16.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,16,15395754,15413271,,https://igscreen.wenglab.org/region/chr16:15395754-15413271/browser
List cCREs found between 76188555 and 76311730 on chromosome 15.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,15,76188555,76311730,,https://igscreen.wenglab.org/region/chr15:76188555-76311730/browser
List cCREs found between 76781733 and 76826246 on chromosome 14.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,14,76781733,76826246,,https://igscreen.wenglab.org/region/chr14:76781733-76826246/browser
List cCREs found between 93857807 and 93926068 on chromosome 8.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,8,93857807,93926068,,https://igscreen.wenglab.org/region/chr8:93857807-93926068/browser
List cCREs found between 19351368 and 19447711 on chromosome 22.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,22,19351368,19447711,,https://igscreen.wenglab.org/region/chr22:19351368-19447711/browser
List cCREs found between 133196455 and 133612541 on chromosome 5.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,5,133196455,133612541,,https://igscreen.wenglab.org/region/chr5:133196455-133612541/browser
List cCREs found between 18279694 and 18281622 on chromosome 19.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,19,18279694,18281622,,https://igscreen.wenglab.org/region/chr19:18279694-18281622/browser
List cCREs found between 46043661 and 46176488 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,46043661,46176488,,https://igscreen.wenglab.org/region/chr1:46043661-46176488/browser
List cCREs found between 103907189 and 104164379 on chromosome 11.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,11,103907189,104164379,,https://igscreen.wenglab.org/region/chr11:103907189-104164379/browser
List cCREs found between 42234583 and 42255132 on chromosome 19.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,19,42234583,42255132,,https://igscreen.wenglab.org/region/chr19:42234583-42255132/browser
List cCREs found between 77895481 and 77975529 on chromosome 13.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,13,77895481,77975529,,https://igscreen.wenglab.org/region/chr13:77895481-77975529/browser
List cCREs found between 184031544 and 184039369 on chromosome 3.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,3,184031544,184039369,,https://igscreen.wenglab.org/region/chr3:184031544-184039369/browser
List cCREs found between 5450503 and 5470566 on chromosome 9.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,9,5450503,5470566,,https://igscreen.wenglab.org/region/chr9:5450503-5470566/browser
List cCREs found between 18738119 and 18739188 on chromosome 12.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,12,18738119,18739188,,https://igscreen.wenglab.org/region/chr12:18738119-18739188/browser
List cCREs found between 77072072 and 77087285 on chromosome 5.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,5,77072072,77087285,,https://igscreen.wenglab.org/region/chr5:77072072-77087285/browser
List cCREs found between 137197483 and 137219449 on chromosome 6.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,6,137197483,137219449,,https://igscreen.wenglab.org/region/chr6:137197483-137219449/browser
List cCREs found between 124743885 and 124765792 on chromosome 7.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,7,124743885,124765792,,https://igscreen.wenglab.org/region/chr7:124743885-124765792/browser
List cCREs found between 63622415 and 63696305 on chromosome 17.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,17,63622415,63696305,,https://igscreen.wenglab.org/region/chr17:63622415-63696305/browser
List cCREs found between 54738513 and 54753052 on chromosome 19.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,19,54738513,54753052,,https://igscreen.wenglab.org/region/chr19:54738513-54753052/browser
List cCREs found between 48446036 and 48656265 on chromosome 10.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,10,48446036,48656265,,https://igscreen.wenglab.org/region/chr10:48446036-48656265/browser
List cCREs found between 9922113 and 9943407 on chromosome 1.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,1,9922113,9943407,,https://igscreen.wenglab.org/region/chr1:9922113-9943407/browser
List cCREs found between 37084992 and 37406836 on chromosome 17.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,17,37084992,37406836,,https://igscreen.wenglab.org/region/chr17:37084992-37406836/browser
List cCREs found between 59878782 and 59896483 on chromosome 11.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,11,59878782,59896483,,https://igscreen.wenglab.org/region/chr11:59878782-59896483/browser
List cCREs found between 57603846 and 57620576 on chromosome 20.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,20,57603846,57620576,,https://igscreen.wenglab.org/region/chr20:57603846-57620576/browser
List cCREs found between 6693791 and 6700815 on chromosome 12.,List cCREs found between {start} and {end} on chromosome {chr}.,False,,12,6693791,6700815,,https://igscreen.wenglab.org/region/chr12:6693791-6700815/browser
Are any cCREs present in the genomic interval chr12:42157104-42238349?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,12,42157104,42238349,,https://igscreen.wenglab.org/region/chr12:42157104-42238349/browser
Are any cCREs present in the genomic interval chrX:84058346-84206356?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,X,84058346,84206356,,https://igscreen.wenglab.org/region/chrX:84058346-84206356/browser
Are any cCREs present in the genomic interval chr1:204073115-204127743?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,1,204073115,204127743,,https://igscreen.wenglab.org/region/chr1:204073115-204127743/browser
Are any cCREs present in the genomic interval chr1:54169651-54200036?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,1,54169651,54200036,,https://igscreen.wenglab.org/region/chr1:54169651-54200036/browser
Are any cCREs present in the genomic interval chr15:89608789-89663086?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,15,89608789,89663086,,https://igscreen.wenglab.org/region/chr15:89608789-89663086/browser
Are any cCREs present in the genomic interval chr7:138002324-138118305?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,7,138002324,138118305,,https://igscreen.wenglab.org/region/chr7:138002324-138118305/browser
Are any cCREs present in the genomic interval chr2:15166916-15561340?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,2,15166916,15561340,,https://igscreen.wenglab.org/region/chr2:15166916-15561340/browser
Are any cCREs present in the genomic interval chr19:15737985-15742343?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,19,15737985,15742343,,https://igscreen.wenglab.org/region/chr19:15737985-15742343/browser
Are any cCREs present in the genomic interval chr17:56593699-56595611?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,17,56593699,56595611,,https://igscreen.wenglab.org/region/chr17:56593699-56595611/browser
Are any cCREs present in the genomic interval chr5:9627347-9712378?,Are any cCREs present in the genomic interval chr{chr}:{start}-{end}?,False,,5,9627347,9712378,,https://igscreen.wenglab.org/region/chr5:9627347-9712378/browser
